question,product_description,image_url,label
Will this cover fit iPad air 2 properly,"MOFRED® Black & Tan Apple iPad Air 2 (Launched 2014) Leather Case-Voted #1 Best iPad Case by ""The Daily Telegraph"" (iPad Models A1566 A1567)",https://www.amazon.co.uk/ask/questions/Tx13VV6UUYKR1IT,0
Will this fit a2018,"MOFRED® Black & Tan Apple iPad Air 2 (Launched 2014) Leather Case-Voted #1 Best iPad Case by ""The Daily Telegraph"" (iPad Models A1566 A1567)",https://www.amazon.co.uk/ask/questions/Tx3V4743MUC1T9B,0
Would this lovely fabric be suitable to cover a dressing table stool? Thank you,A Little Bird Fabric - pinks yellow greys and green on grey white base cloth | 100% Cotton Designer Print | 160 cm (63 inches) wide | Per half metre,https://www.amazon.co.uk/ask/questions/Tx1B19KBITJUGCG,0
How old does the dog need to be before you feed them this?,AATU Dog Food Salmon 10 Kg,https://www.amazon.co.uk/ask/questions/Tx2VE4JP7W5FHDZ,0
What size is the kibble my staffy just swallows small kibble,AATU 80/20 Dog Food Chicken 1.5 Kg,https://www.amazon.co.uk/ask/questions/Tx1IKIMFOTAY959,0
Has anyone used an electric pump for this? Will it work to inflate / deflate? Thanks,The Shrunks Junior Toddler Travel Bed Portable Inflatable Air Mattress Bed for Travel or Home Use White Kids Air Bed with Security Rails and Fitted Sheet 132 x 68 x 23cm,https://www.amazon.co.uk/ask/questions/Tx1SV0V19LZYC6W,0
The extra large bag is 2m x 2.4m.  I'm not clear whether the 2.4m refers to the width or the height of the bag. Which is which please?,Heavy Duty Fleece Bag 2m x 2.4m (100g) - Single - More Sizes Available,https://www.amazon.co.uk/ask/questions/Tx2MTK6X3K8POCT,0
Cooked the fish by Which?,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/TxMPGB60J39I2G,0
does this cook jacket potatoes,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/Tx1YGRWNNL5Q1GI,0
Why wont my lid lock. Red valve button seems to be stuck down,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/Tx3V03CX72BF6VY,0
hi could anyone tell me if this stainless steel is magnetic cause not all stainless steel is safeeasy way to test with a  magnet .,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/Tx15NY8K11RVYKK,0
Can i use 2 small glass casserole dishes in the pot (metal rack dividing) or can you suggest another way I can cook 2 different things at same time,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/Tx3LCJLENUNPWJT,0
Is the lid seriously not included? thanks.,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/Tx1YA9UP1PT58FQ,0
Does this model have a manual pressure cook button?,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/Tx8MG98FH9GQ8O,0
Is this pot thermostatically controlled when cooking.,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/Tx3SFT1KM6SSIIX,0
How many minutes does it take this cooker come to full pressure when you start cooking.,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/TxNGVVE5LCPSN,0
In what country it is produced?,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/Tx2QR9AMFLS0Q3V,0
does the instant pot come with a continental plug?,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/Tx2FQ2LQQYCPJK7,0
Similar looking models e.g. . 'power pressure cooker xl' or 'pressure king pro'  are both half the price of this one.  Is this better?  In what way ?,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/Tx2BJGSPQW1EZAE,0
Hi there I'm looking for a pressure cooker to make bone broth with. Would you recommend this product and will it hold about 5 litres? Thanks!,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/TxCGHNS9FQ6Y04,0
I just bought 6l but why in the pot stated 4l and the maximum is 5l? is it true or i got the wrong part?,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/Tx19B9V43HMZO42,0
Can chips be cooked in multi cooker,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/TxMPBYIUHLQB2T,0
Is there an induction hob inner compatible version?,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/TxAAIFHLB7CSIS,0
Can I bake directly in the pot without water like in this video https://www.youtube.com/watch?v=uXsJ4F8vYcU?,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/Tx1RU30PXCEDDWT,0
Does it blend the soup ? Thanks,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/TxUZGTQFIIFC2U,0
Is the lid dishwasher safe,Instant Pot Duo V2 7-in-1 Electric Pressure Cooker 6 Qt 5.5L 1000 W Brushed Stainless Steel/Black 220-240v Stainless Steel Inner Pot,https://www.amazon.co.uk/ask/questions/Tx3C39AEA4EEXG7,0
Is this suitable to fit two baby bunnys in? Itd just to pick them up to being them to mine,AmazonBasics 19-Inch (48 cm) Two-Door Top-Load Pet Kennel,https://www.amazon.co.uk/ask/questions/Tx2BNNQDHA4QGBT,0
Do the lights have a sticky back for sticking under cabinets?,iNextStation 2*5M 3528 300 Waterproof LED Strip Light (White 10M + Power Adapter),https://www.amazon.co.uk/ask/questions/Tx3D954OU3G12C6,0
Please can anyone confirm that i can plug the tx into the headphone jack on the tv and plug my in the ear headphones onto the rx.,Avantree Lock Portable Pre-paired aptX LOW LATENCY Bluetooth Transmitter and Receiver Audio Adapter Set for Outdoor Use TV Watching Headphones Speakers Plug & Play No Delay 3.5mm AUX & RCA,https://www.amazon.co.uk/ask/questions/Tx3J3E2K2N920LB,0
Are these soft shells tablets?,Cranberry 12000mg + Vitamin C 80mg | 120 Tablets | Suitable for Vegetarians | 100% money back guarantee | Manufactured in the UK,https://www.amazon.co.uk/ask/questions/TxTX74Z1TY7EIJ,0
Do some of them stack into each other easily? I have limited cupboard space,Rcr Crystal Aurea Set Of 6 Crystal Tumblers Whiskey / Wine Water Tumbler,https://www.amazon.co.uk/ask/questions/Tx2IXC8R93FBTRQ,0
Can you screw into concrete floors,Futura Genuine Large 7 Litre (23xH17xD17cm) Safe Money Safe Heavy Duty Steel Cash Security Cash Box Home Office Safe,https://www.amazon.co.uk/ask/questions/TxK2XIJDJJYJ6S,0
Can I fix this to a gypsum false ceiling?,Duronic Projector Bracket PB01XB | Mount on Ceiling or Wall for Projection | 10kg Capacity | Universal | Heavy Duty | Fittings Included | Rotate 360 ° Swivel 180 ° Tilt 180°,https://www.amazon.co.uk/ask/questions/Tx234WM1TAI8707,0
Does this fit the elephus promector,Duronic Projector Bracket PB01XB | Mount on Ceiling or Wall for Projection | 10kg Capacity | Universal | Heavy Duty | Fittings Included | Rotate 360 ° Swivel 180 ° Tilt 180°,https://www.amazon.co.uk/ask/questions/Tx31DDB1Y5MB0RE,0
Does this work with dogs? I have two Labradors and I'm fed up of footprints on my floor tiles!,New Clean Step Mat Super Absorbent Doormat Microfiber Washable,https://www.amazon.co.uk/ask/questions/Tx2D11MML87OSXW,0
Does it come with a charger,Apple iPad Air 2 64GB Wi-Fi - Space Grey,https://www.amazon.co.uk/ask/questions/Tx1154L6FCQVSZI,0
Would I get the same warranty as I would get if I bought directly from Apple?,Apple iPad Air 2 64GB Wi-Fi - Space Grey,https://www.amazon.co.uk/ask/questions/Tx2Y4UMQFME1WQI,0
When does the warranty start for this product? Is it the date I buy it or from the date seller bought it?,Apple iPad Air 2 64GB Wi-Fi - Space Grey,https://www.amazon.co.uk/ask/questions/Tx8F28QS880L0C,0
If this ipad has been imported from asia then it will not carry eu warranty. please can you confirm where this ipad originated?.,Apple iPad Air 2 64GB Wi-Fi - Space Grey,https://www.amazon.co.uk/ask/questions/Tx3F1S3F0C8ZZQ5,0
can i upgrade parts on this modal after buying it? like can i open it too upgrade the ram to 16gb!,Apple Mac Mini (Intel Core i5 2.6 GHz 8 GB RAM 1 TB HDD Intel Iris OS Sierra) - Silver - 2014,https://www.amazon.co.uk/ask/questions/Tx22E8DIP5KGIJ8,0
does it come with word powerpoint etc.,Apple Mac Mini (Intel Core i5 2.6 GHz 8 GB RAM 1 TB HDD Intel Iris OS Sierra) - Silver - 2014,https://www.amazon.co.uk/ask/questions/Tx2HTVVI91M8GMT,0
does it have an hdmi connection?,Apple Mac Mini (Late 2014) - Core i5 1.5GHz 4GB RAM 500GB HDD,https://www.amazon.co.uk/ask/questions/Tx3AQM8PF3XZHL4,0
The description say ' no operating system' - Does it not come with OS installed if so which?,Apple Mac Mini (Late 2014) - Core i5 1.5GHz 4GB RAM 500GB HDD,https://www.amazon.co.uk/ask/questions/Tx152MHNGESWTZA,0
One footrest keeps coming out.  They are fitted correctly. Are spare footrests available?,Lightweight Transit Folding Wheelchair Portable Travel Chair Puncture Proof Carry Wheel Chair,https://www.amazon.co.uk/ask/questions/Tx1F9PBS7EQ9WRH,0
What size cushion is required?,Lightweight Transit Folding Wheelchair Portable Travel Chair Puncture Proof Carry Wheel Chair,https://www.amazon.co.uk/ask/questions/Tx1LOYGJ12UJJR6,0
is the nylon backrest and seat removable for washing.,Lightweight Transit Folding Wheelchair Portable Travel Chair Puncture Proof Carry Wheel Chair,https://www.amazon.co.uk/ask/questions/Tx385SBNM41X8D3,0
Can  you fill this with water?,Really Useful Box 50 Litre Clear,https://www.amazon.co.uk/ask/questions/Tx24NYUZD391IHF,0
Does it have WiFi option?,"HP Compaq 6000 Pro 21.5"" All In One PC - Core 2 Duo 3.0Ghz Processor 4GB RAM 250GB HDD Windows 7 Professional",https://www.amazon.co.uk/ask/questions/Tx32FY4IJ9AWG8Z,0
Can you use detergent or is it plain water only?,Morphy Richards 720507 Luna Plus Steam Cleaner,https://www.amazon.co.uk/ask/questions/Tx4X2I4EOELSU2,0
I have very limited head height in the room I want to place the treadmill can anyone tell me the measurement from the floor to the belt please?,Proform Endurance M7 Treadmill,https://www.amazon.co.uk/ask/questions/Tx1CW8ZOTB7WXEO,0
Will this fit iPad Air model number A1474,MOFRED® Purple & Tan Apple iPad Air 2 (Launched 2014) Leather Case-Executive Multi Function Leather Standby Case for Apple iPad Air 2 with Built-in magnet for Sleep & Awake Feature - Voted #1 Best iPad Case by “The Daily Telegraph” (iPad Models A1566 A1567),https://www.amazon.co.uk/ask/questions/TxW6NMVMV8NPOH,0
Does this work with old vag vehicles? Like 2005 skoda fabia?,OBDeleven by Voltas IT VW AUDI Škoda Seat OBD2 Scan Tool for Android (PRO),https://www.amazon.co.uk/ask/questions/Tx2R73Y5MMXVXDA,0
The listing is for 100 cups and spoons - does this include lids as well?,150 ml plastic dessert cup with lid and spoon x 100,https://www.amazon.co.uk/ask/questions/Tx3MFTVYR4ICRB1,0
Can you use the trampoline without the enclosure or is it attached?,Plum 8ft Trampoline and Enclosure,https://www.amazon.co.uk/ask/questions/Tx3RLFTQQL5SAIQ,0
Does it offer seperate ch/hw timings?  how many times can the heating/hot water be set on/off in a 24 hr period ?,Potterton EP2 Twin Channel Programmer,https://www.amazon.co.uk/ask/questions/Tx1TB5Y6MC2JB8C,0
Do any had any problem with navigation as that case is metal ?,Urban Armor Gear Case for Samsung Galaxy Note Edge - Ice,https://www.amazon.co.uk/ask/questions/Tx3OZVBXVMT70IY,0
Does it work with D3300?,Neewer FC-16 Multi-Channel 2.4GHz 3-IN-1 Wireless Flash/Studio Flash Trigger with Remote Shutter for Nikon D7100 D7000 D5100 D5000 D3200 D3100 D600 D90 D800E D800 D700  D300S D300 D200 D4 D3S D3X D2Xs,https://www.amazon.co.uk/ask/questions/Tx9Y8WJWKV0IE3,0
How easy is it to remove from wall socket? I have trouble taking one that came with iPhone out.,Aulola® Mains Charger Universal UK Wall Plug USB Port AC Power Adapter Charger 5V 1A 3PIN Charger Dock Travel Charger Compatible with Apple iPhone 6 6s 7 Plus 5S 4S 5C 5 4 iPod Samsung S6 S5 S4 HTC LG Sony and MP3 MP4 Player / CE Certificated Quality Charger / TC136 Black,https://www.amazon.co.uk/ask/questions/Tx1GHGSASE0LV60,0
Hidoes anybody know whether this will work with windows 10 please ?,Wacom New Ultra Thin Light Weight Large Work Surface Pro Medium Digital Bamboo Pen Graphics Tablet Pad One By Wacom CTL671 for PC / MAC Birthday Gift for Artist Designer Drawing Learning Fun(Black),https://www.amazon.co.uk/ask/questions/Tx10XR0OXHZUKF9,0
Can you stop/start recording with button or switch ? Thanks .,Mini Portable DVR 1&nbsp;Channel Audio Video In / Out Records to Micro SD Cards Telecamera,https://www.amazon.co.uk/ask/questions/Tx2CIOQP31JWJOM,0
Can you buy a cover for this hutch thanks,dibea RH10012 small animal barn wood (140 x 64 x 119 cm) spacious 2-level cage with pull-out drawer 2 doors for rabbit hamster guinea pigs,https://www.amazon.co.uk/ask/questions/Tx3PWQIIVK8WXAP,0
Does it tell you how fast you are going,Fitbit Charge Wireless Activity Tracker with Sleep Wristband - Black Small,https://www.amazon.co.uk/ask/questions/Tx2CQ3UTRQ5UM3D,0
Can you change the band on fitbit charge?,Fitbit Charge Wireless Activity Tracker with Sleep Wristband - Slate Large,https://www.amazon.co.uk/ask/questions/TxCBHYYF1OB3QU,0
Can you make boxes and lids with this please,Scor-Pal Eights Measuring and Scoring Board 12 x 12 inch Imperial 12-Inch,https://www.amazon.co.uk/ask/questions/Tx16CXP9EMKX25V,0
is this box fully loaded,[2017 MODEL] DroidBOX™ iMXQpro with IR Remote Android 6.0.1 Powered Mini Computer SPMC/DBMC Amlogic Smart TV BOX Chipset S905X GPU Mali-450 1GB RAM 8GB ROM 4K UltraHD HDMI 2.0 [W.IR],https://www.amazon.co.uk/ask/questions/TxA4WM9ZT3D5VM,0
Can you download the bt sport app and sign into your bt account with this box,[2017 MODEL] DroidBOX™ iMXQpro with IR Remote Android 6.0.1 Powered Mini Computer SPMC/DBMC Amlogic Smart TV BOX Chipset S905X GPU Mali-450 1GB RAM 8GB ROM 4K UltraHD HDMI 2.0 [W.IR],https://www.amazon.co.uk/ask/questions/Tx3FPFUX0EEI6BT,0
Does this output 4K well? My 4K android box keeps going to black screen so want to make sure this is reliable,[2017 MODEL] DroidBOX™ iMXQpro with IR Remote Android 6.0.1 Powered Mini Computer SPMC/DBMC Amlogic Smart TV BOX Chipset S905X GPU Mali-450 1GB RAM 8GB ROM 4K UltraHD HDMI 2.0 [W.IR],https://www.amazon.co.uk/ask/questions/Tx3IQCG1YIZE0WD,0
does the tv have to be a smart tv for the droid box t8 to work,[2017 MODEL] DroidBOX™ iMXQpro with IR Remote Android 6.0.1 Powered Mini Computer SPMC/DBMC Amlogic Smart TV BOX Chipset S905X GPU Mali-450 1GB RAM 8GB ROM 4K UltraHD HDMI 2.0 [W.IR],https://www.amazon.co.uk/ask/questions/Tx1DMBXQ49UWU8F,0
Does this product work on wireless internet,[2017 MODEL] DroidBOX™ iMXQpro with VIP V1 Remote Android 6.0.1 Powered Mini Computer SPMC/DBMC Amlogic Smart TV BOX Chipset S905X GPU Mali-450 1GB RAM 8GB ROM 4K UltraHD HDMI 2.0 [W.VIP V1],https://www.amazon.co.uk/ask/questions/TxY4KTINUUAXM,0
Difference between vip keyboard and mini keyboard.,[2017 MODEL] DroidBOX™ iMXQpro with VIP V1 Remote Android 6.0.1 Powered Mini Computer SPMC/DBMC Amlogic Smart TV BOX Chipset S905X GPU Mali-450 1GB RAM 8GB ROM 4K UltraHD HDMI 2.0 [W.VIP V1],https://www.amazon.co.uk/ask/questions/Tx3G55XELX5ZMEJ,0
Does this come with Android 4.4.2 or Android 4.4.4? (Just because it says one in the title & another in the description).,[2017 MODEL] DroidBOX™ iMXQpro with VIP V1 Remote Android 6.0.1 Powered Mini Computer SPMC/DBMC Amlogic Smart TV BOX Chipset S905X GPU Mali-450 1GB RAM 8GB ROM 4K UltraHD HDMI 2.0 [W.VIP V1],https://www.amazon.co.uk/ask/questions/Tx7JO9HNFR8A9Y,0
if you switch the switch to 'off' and press the boost button- do the LED's still light?,Electronic Boost Timer Switch & Fused Spur Immersion Heating Energy Saving FBT5,https://www.amazon.co.uk/ask/questions/Tx3QA9CBMRCPPOH,0
Is it compatible with my smart phone?,Betron JRS40 Pop Up Portable Mini Travel II Capsule Rechargeable 40mm Speaker For Iphone iPod Ipad Tablets and MP3 Players - White,https://www.amazon.co.uk/ask/questions/Tx1PMKRAKRFG8PQ,0
having trouble getting it to connect to blue tooth is there any ideas?,Betron JRS40 Pop Up Portable Mini Travel II Capsule Rechargeable 40mm Speaker For Iphone iPod Ipad Tablets and MP3 Players - White,https://www.amazon.co.uk/ask/questions/Tx3PBUW6VG4UZTM,0
Hi I have the 200 version and get 163 and 169 mbit/s. Is it worth upgrading to the 1200+ as isn't speed dependent on your actual broadband provider?,Devolo dLAN 1200+ Wi-Fi AC Powerline Starter Kit (1200 Mbps 2 PLC Adapter 2 LAN Ports Dual Band 2.4 GHz / 5 GHz Wi-Fi Signal Booster Range Extender Wi-Fi Move Access Point) - White,https://www.amazon.co.uk/ask/questions/TxM23JH9AQPM8D,0
Can the dlan 1200+ cope with streaming 4k to my tv?,Devolo dLAN 1200+ Wi-Fi AC Powerline Starter Kit (1200 Mbps 2 PLC Adapter 2 LAN Ports Dual Band 2.4 GHz / 5 GHz Wi-Fi Signal Booster Range Extender Wi-Fi Move Access Point) - White,https://www.amazon.co.uk/ask/questions/Tx2FF55TAS92QQL,0
Is a 1200 really necessary when the average home broadband speed is 17mbps? Won't a 500 be more than sufficient? I'm wanting it for a garden room.,Devolo dLAN 1200+ Wi-Fi AC Powerline Starter Kit (1200 Mbps 2 PLC Adapter 2 LAN Ports Dual Band 2.4 GHz / 5 GHz Wi-Fi Signal Booster Range Extender Wi-Fi Move Access Point) - White,https://www.amazon.co.uk/ask/questions/TxRXC8JQLK1RJ7,0
Does it have an hdmi port to connect it to a monitor? i couldn't see one on the picture because of the resolution.,PC Gaming PC Six Core AMD FX-6300 6x3.5GHz (Turbo up to 4.1GHz) Windows 10 pro 64bit english  GeForce nVidia GTX750 (2048MB) dvd writer  1TB HDD 16GB RAM 620W 80+ wireless  cardreader  multimedia gaming  desktop,https://www.amazon.co.uk/ask/questions/Tx109MPVSEZYPB6,0
how much light  does it give out,Large Antique Style Moroccan Floor Lamp – Vintage Antique Style Perfect for All Living Rooms & Bedrooms – Superb Quality,https://www.amazon.co.uk/ask/questions/Tx1PBW9Q40XV9Y6,0
Can this be used as a normal cd player or is it just for karaoke?,Disney – Frozen Karaoke Set – Anna Elsa Olaf – Microphone and Flashing Lights – AUX port for iPhone iPod Android MP3 Player,https://www.amazon.co.uk/ask/questions/Tx3MQ7ELLDSWMUX,0
can you choose which side to lift up?  i need it the other way round,Seattle Ottoman Storage Bed Side Lift Opening - Brown 3ft Single,https://www.amazon.co.uk/ask/questions/TxCRP4YQH994QR,0
is this oil unrefined?,Anti Cellulite Massage Oil Slimming Oil Natural Cellulite Treatment Oil Firming Body Oil Against Cellulite - Targets Unwanted Fat Tissues & Improves Skin Firmness 100ml,https://www.amazon.co.uk/ask/questions/TxFR012YWNTR5L,0
Will this charge a gopro hero 4?,UGREEN – 10355 – 1 m USB 2.0 Type A to Mini USB Data Charging Cable – Black,https://www.amazon.co.uk/ask/questions/Tx27D9HA9Q370QO,0
Is this black,TOO Faced Better Than Sex Mascara 0.27 Fl Oz (8 Ml),https://www.amazon.co.uk/ask/questions/Tx167HUZRPK5HSF,0
Would a 13.3 laptop fit in this?,KISS GOLD(TM) Women's Casual Canvas Top-Handle Bag Shoulder Bag (Blue),https://www.amazon.co.uk/ask/questions/Tx4THAMMXA0A7B,0
is this deffo compatible with windows 8.1? i bought a TL-wn823n and it wasn't,TP-Link Archer T2UH 600Mbps USB Wireless Network Adapter Dual-Band 2.4G/5G High Gain Antenna Compatible with Windows XP/7/8/8.1/10 - MAC OS 10.7~10.13,https://www.amazon.co.uk/ask/questions/Tx1ZFFFPA644TYO,0
Can these work independently without the internet gateway / controller and if so can they still be monitored and/or controlled via WiFi?,evohome THR92H1002 WIRLESS Radiator Controller,https://www.amazon.co.uk/ask/questions/Tx1O9RGFMS0E8LF,0
Does it play MP3 home made fom CD-R discs for example or do you have to connect an external MP3 player to play through it? Thanks.,Steepletone Stirling Cream Retro Style Bluetooth Portable Music System with 3 Band FM MW LW Radio CD MP3 Player and USB Charging port Latest model exclusive to Digitalis,https://www.amazon.co.uk/ask/questions/TxMJ0M2DBQVUYJ,0
Can the desk clamp be removed?,Duronic DM35V2X1 Double Twin LCD LED Vertical Desk Mount Arm Monitor Stand Bracket with Tilt and Swivel (Tilt ±15°|Swivel 180°|Rotate 360°) + 10 Year Warranty,https://www.amazon.co.uk/ask/questions/TxH0FS455FHD6R,0
can the Mount part (Vesa) rotate up and down?,Duronic DM35V2X1 Double Twin LCD LED Vertical Desk Mount Arm Monitor Stand Bracket with Tilt and Swivel (Tilt ±15°|Swivel 180°|Rotate 360°) + 10 Year Warranty,https://www.amazon.co.uk/ask/questions/Tx1TDE2J49W75WI,0
Is this made of 1pole or 2 assembled ones?,Duronic DM35V2X1 Double Twin LCD LED Vertical Desk Mount Arm Monitor Stand Bracket with Tilt and Swivel (Tilt ±15°|Swivel 180°|Rotate 360°) + 10 Year Warranty,https://www.amazon.co.uk/ask/questions/Tx1U9FJJ2A0DM2P,0
Does this charger share the 2.4a output over the x2 USB sockets or does it give out 2.4a out individually?,Belkin BSV103 SurgeCube 1 Way Surge Protector Plug with 2 x 2.4 A Shared USB Charging - White,https://www.amazon.co.uk/ask/questions/TxWHISVRIWKHP4,0
what is wifi direct? is it on a WF-100?,Epson WorkForce WF-100W Portable Wi-Fi Printer,https://www.amazon.co.uk/ask/questions/Tx3VWXFBNSBZ4ES,0
Do they have a timer on bottom,3 Flameless Wax LED Flickering Candles Dancing Battery Mood Lights,https://www.amazon.co.uk/ask/questions/Tx2GHPVOZEVXA4M,0
Do these have a manual on/off switch as well as a remote control?,3 Flameless Wax LED Flickering Candles Dancing Battery Mood Lights,https://www.amazon.co.uk/ask/questions/Tx37ASKIO34T02L,0
micro sd slot?,"Ebook Reader Binatone 7"" Electronic Read-Me Colour Tablet E-Book Reader & Photo Viewer",https://www.amazon.co.uk/ask/questions/Tx1M9ASK9B6IRMV,0
Does this lead work if you connect a Surface pro 3 to TV's hdmi IN with a hdmi-hdmi extention cable and this adapter.,TECHGEAR Mini DisplayPort to HDMI HD AV Adapter for Microsoft Surface Pro 4 Surface 3 Surface Pro 3 Surface Pro 2 & Surface Pro Tablets,https://www.amazon.co.uk/ask/questions/Tx18X47GZSQGO7R,0
Hi..... As this is a pack of 2 can you join them together ? does one have male connectors and the other have female connectors ?,Waterproof 2x5M 10M 5050RGB 300Led Strips Lighting Full Kit With 44Key IR Controller +UK Plug Adapter Power Supply For Home lighting and Kitchen,https://www.amazon.co.uk/ask/questions/Tx3QV5MAFM0DK35,0
How easy is it to open and close the lid. How much force is needed to twist it into place?  I have arthritis in my hands and can not apply a lot of pr,Tower Health T16004 Multi-Function Pressure Cooker 5 Litre - Stainless Steel,https://www.amazon.co.uk/ask/questions/TxZ2LV4GR1TPEC,0
how do erect this with out ont poloes or guide ropes and ground sheet,Ø 3 m 102 ft Tipi Indian tent tepee teepee Wigwam Larp reenactment Yurt bell,https://www.amazon.co.uk/ask/questions/Tx2ET0WKR526GP,0
Does the 120gb version come with a sata cable?,Samsung 850 EVO 250 GB 2.5 inch Solid State Drive - Black,https://www.amazon.co.uk/ask/questions/Tx2T6N61C0CPLBI,0
Will this work with a mac mini 2011 or 2012?,Samsung 850 EVO 250 GB 2.5 inch Solid State Drive - Black,https://www.amazon.co.uk/ask/questions/Tx1N7XZQMHLE3RN,0
What's the difference between this and the older model (the 840 EVO)?,Samsung 850 EVO 250 GB 2.5 inch Solid State Drive - Black,https://www.amazon.co.uk/ask/questions/TxHC19W63CNG68,0
Would this be suitable for use in a Samsung 13.32 ultrabook?,Samsung 850 EVO 500 GB 2.5 inch Solid State Drive,https://www.amazon.co.uk/ask/questions/Tx293K2U2IDVIV4,0
The hdd i want to migrate from in my laptop has windows 10 installed does this matter and will the process still work the same as windows 7/8?,Samsung 850 EVO 500 GB 2.5 inch Solid State Drive,https://www.amazon.co.uk/ask/questions/TxPGWTQK5EF34F,0
how do you connect this to a computer to clone the existing hdd. do i jave to buy a cable/caddy,Samsung 850 EVO 500 GB 2.5 inch Solid State Drive,https://www.amazon.co.uk/ask/questions/Tx3H1BFOUDAYDU0,0
I have an early 2001 Mac Book Pro - is this item compatible?,Samsung 850 EVO 500 GB 2.5 inch Solid State Drive,https://www.amazon.co.uk/ask/questions/TxZ8RW5PE062GA,0
How much warranty it has?,Samsung 850 EVO 500 GB 2.5 inch Solid State Drive,https://www.amazon.co.uk/ask/questions/Tx25L572ZKK4SGE,0
If i insert an unlimited data plan sim from three(UK) network and connect my laptop is this tethering data or normal data used? as three limits tether,NETGEAR AC785-100EUS Aircard AC785 WiFi Mobile Broadband Hotspot with Super Fast 4G LTE Portable Car WiFi Black,https://www.amazon.co.uk/ask/questions/Tx2O37RVCBXDRW8,0
Does this device still work whilst it's being powered up? I'd like to use it for long periods of time so I hope so.,NETGEAR AC785-100EUS Aircard AC785 WiFi Mobile Broadband Hotspot with Super Fast 4G LTE Portable Car WiFi Black,https://www.amazon.co.uk/ask/questions/Tx1WKRXC61YRPLK,0
Can you fit a GTX 980 ti in it?,Corsair CC-9011074-W W Graphite Series 760T V2 Windowed Full Tower ATX Performance Gaming Case for PC - White,https://www.amazon.co.uk/ask/questions/Tx3IG6OB4QV5ABQ,0
